,name,party,chamber,text,score_pattern,score_vader
453,Gregory Meeks,D,house,Why are they keeping vote open when everyone has voted? BC they don't have the votes! KEEP UP THE PRESSURE! Call ur Senator 202-224-3121 📱,0.0,-0.5449
454,Thomas Massie,R,house,It has been re-introduced! H.R. 2552- https://massie.house.gov/newsroom/press-releases/rep-massie-re-introduces-the-senior-citizens-tax-elimination-act https://twitter.com/I_M_Telling/status/885721931328126976 QT @I_M_Telling @RepThomasMassie I hope you will re-introduce your Senior Citizens Tax Elimination Act. AARP needs to back this #SocialSecurity #congress,0.0,0.7734
455,Raul Labrador,R,house,"If you haven't done so already, please sign up for my ""Labrador Letter"" to get weekly updates on key issues: http://goo.gl/KFTBDA #Idaho",0.0,0.3774
456,John Rutherford,R,house,RT @fema Volunteer to help out in shelters for Floridians who evacuated due to #Irma: http://www.volunteerflorida.org or 1-800-FL-Help-1. @VolunteerFla,-0.125,0.4019
457,Ileana Ros-Lehtinen,R,house,.@imolinarescnn @CNNDUSA @CNNEE: tenemos q ayudar pueblos oprimidos d  #LatinoAmerica c asistencia d nuestro pais para promover #democracia http://pbs.twimg.com/media/DEj4A82XcAAbNFe.jpg,0.0,0.0
458,Jeff Duncan,R,house,"RT @realDonaldTrump Today, the House votes on two crucial bills:
☑️#NoSanctuaryForCriminalsAct 
☑️#KatesLaw 
☑️Pass these bills &amp; lets MAKE AMERICA SAFE AGAIN🇺🇸 http://pbs.twimg.com/ext_tw_video_thumb/880468700440260608/pu/img/5GZOezlxsjz2e8pE.jpg https://video.twimg.com/ext_tw_video/880468700440260608/pu/vid/320x180/XczRvaqL5YMtWTpp.mp4",0.25,0.5622
459,Louie Gohmert,R,house,Introduced the Parental Notification and Intervention Act: https://t.co/e7B4ffJQPS #ProLIFE #UnbornLivesMatter,0.0,0.0
460,John Culberson,R,house,RT @NWS This is a good demonstration of the quickly-evolving situation with #Harvey. Listen to all local/state authority orders for your safety! https://twitter.com/fbcoem/status/902212750922919939,0.875,0.7712
461,Mitch McConnell,R,senate,".@SenateMajLdr McConnell comments on @US_FDA announcement
https://sen.gov/KP68
@SGottliebFDA",0.0,0.0
462,Stephanie Murphy,D,house,VIDEO: Today #FutureForum discussed how the Senate healthcare bill hurts young Americans #MyHealthMyFurture  #FlaPol https://www.facebook.com/RepStephMurphy/videos/1112340152232082/ http://pbs.twimg.com/media/DDVghKYWAAICe7Q.jpg,0.1,-0.4767
463,Patrick McHenry,R,house,Human trafficking must end. @HouseGOP passed 3 bills to protect victims &amp; help law enforcement #endtrafficking → http://www.speaker.gov/general/human-trafficking-american-problem,0.0,0.4588
464,Don Beyer,D,house,RT @abbydphillip !! Manafort offered to give Russian billionaire ‘private briefings’ on 2016 campaign http://wapo.st/2yeH4Dh,0.0,0.0
465,Paul Mitchell,R,house,ICYMI: My latest in the @macombdaily - The Road to Military Readiness Runs Through Michigan #MI10 http://www.macombdaily.com/opinion/20170728/mitchell-road-to-military-readiness-runs-through-michigan,0.2,0.25
466,John Cornyn,R,senate,Top U.S. Spymaster Warns American Firms About Deals With China - Bloomberg https://www.bloomberg.com/news/articles/2017-09-28/top-u-s-spymaster-warns-american-firms-about-deals-with-china,0.25,0.1027
467,Lacy Clay,D,house,"#FQHC are on the front lines of community healthcare, looking forward to visiting you! @ThisIsMyrtle https://twitter.com/ThisIsMyrtle/status/913428193654210561 QT @ThisIsMyrtle We are excited and humbled about @LacyClayMO1 visit to our facility on Dr. Martin Luther King tomorrow.  He has been a true supporter of our agency &amp; healthcare. #healthcare #greatleaders",0.3625,0.8786
468,Ann Wagner,R,house,Companies like @Oracle are dispelling tech industry myths &amp; joining me in the fight to end online trafficking. http://bit.ly/2j6FDEn,0.0,-0.0258
469,Mike Thompson,D,house,"RT @Cal_OES You can find us on @nextdoor now too, we're sharing our incident page for the latest on #wildfires http://nextdoor.com/city/post/66426911",0.5,0.4215
470,Tom MacArthur,R,house,Thank you NJ National Guard for your service. https://twitter.com/govchristie/status/914585896523108353 QT @GovChristie It’s a really awful situation in Puerto Rico &amp; our fellow Americans need help. Proud to be Commander in Chief of our NJ National Guard &amp; I know the citizens of NJ are proud of you as well. https://www.youtube.com/watch?v=fhzHIyhVVd8,0.2,0.8196
471,Ileana Ros-Lehtinen,R,house,"At hearing on @USGAO's review of @StateDept Antiterrorism Assistance program, I outlined major oversight problems: http://bit.ly/2wwK5OH",0.0625,-0.4019
472,Carolyn Maloney,D,house,DOJ’s civil rights investigation into #Charlottesville is more impt now than ever. We need a swift &amp; thorough process. The world is watching,0.5,0.2023
473,Tim Murphy,R,house,Are you signed up to receive my E-Newsletter? Click here to get weekly updates in your inbox from Washington here ↓ https://murphy.house.gov/,0.0,0.0
474,Frederica Wilson,D,house,"I saw 100+ beautiful African girls who were once held captive by #BokoHaram dancing, singing &amp; smiling. I hugged and kissed them and cried,",0.35,0.8625
475,Patrick Leahy,D,senate,RT @USCISMediaVT Guests @ethanallen1787 ceremony are greeted by @SenatorLeahy before ceremony welcoming #newUScitizens https://t.co/SHfV4mFWkE,0.0,0.6124
476,Dianne Feinstein,D,senate,I'm urging President Trump to abandon his threats to sabotage the individual insurance market. My letter: http://bit.ly/2vjrrKy,0.0,-0.8442
477,Brian Fitzpatrick,R,house,"ICYMI: ""@TheIntellNews .@RepBrianFitz seeks to tie PFC health study to military spending bill #unwellwater http://bit.ly/2tQIkOw """,-0.1,0.0
478,Brad Schneider,D,house,"I’m working with @RepMarkTakano this National #WeekofMaking to promote hands-on leaning opportunities in our communities: https://t.co/miqJuiCDch QT @RepMarkTakano It's the #WeekofMaking! I'm introducing the MORE Makerspaces Act to support innovation, education, &amp; small business. https://t.co/7DzPJSzopC https://t.co/0K9OSyK2tP",0.125,0.9235
479,Mimi Walters,R,house,"Today, the House passed the @DHSgov Reauth Act to improve America's safety, support 1st responders, &amp; ensure taxpayers $ are wisely spent. http://pbs.twimg.com/media/DFMTCpDXoAYv7-F.jpg",-0.1,0.9153
480,Chellie Pingree,D,house,"On that fateful day, we all held our heads in our hands over their tragic loss—16 years later, we continue to do so.",-0.375,-0.4588
481,Maxine Waters,D,house,"Trump has made it clear - w/ Bannon &amp; Gorka in the WH, &amp; the Klan in the streets, it is now the White Supremacists' House. #Charlottesviille",0.05,0.1531
482,Tim Walz,D,house,"My defense fellow is a Purple Heart recipient &amp; even though he didn't want me to mention it, I am esp proud of him &amp; his work on #FY18NDAA",0.8,0.5232
483,Clay Higgins,R,house,"New Iberia celebrates Independence Day, honoring local veterans http://klfy.com/2017/07/04/new-iberia-celebrates-independence-day-honoring-local-veterans/",0.0681818181818,0.7906
484,Eric Swalwell,D,house,#ArpaioPardon cannot be a forgotten Friday dump. Never forget: Our President endorses racist policies. Is Congress up to be a hard check?,-0.291666666667,-0.7035
485,Chuck Schumer,D,senate,"Tune in LIVE to the single, solitary hearing on #Trumpcare happening NOW in @SenateFinance - we're all watching. https://www.facebook.com/USSenateDemocrats/videos/1461389473930242/ https://twitter.com/SenateFinance/status/912382579764027393 QT @SenateFinance .@RonWyden -- ""Nobody has to buy a lemon just because it’s the last car on the lot. #GrahamCassidy is a health care lemon.""",0.021645021645,0.7739
486,Martha Roby,R,house,"Thank you to the @USChamber, @BCAToday &amp; @MGMChamber for this special recognition. I'm proud to support policies that promote job growth! https://twitter.com/bcatoday/status/898217494032392196 QT @BCAToday U.S. Chamber Spirit of Enterprise award presented to @RepMarthaRoby at BCA member STERIS, joined by CCAA @MGMChamber @USChamber http://pbs.twimg.com/media/DHccDGFW0AAjFW1.jpg",0.678571428571,0.974
487,Lacy Clay,D,house,RT @RepJayapal Our coalition is strong. Watch live as we fully reject Trump's anti-immigrant agenda and stand for Dreamers: https://www.facebook.com/RepJayapal/posts/1722161377794444 http://pbs.twimg.com/media/DL33_4DUEAUh44X.jpg,0.284848484848,0.079
488,Adam Schiff,D,house,"At urging of @NRA, Congress gave the gun industry an immunity from liability no other product enjoys. The bill I’m introducing repeals that: http://pbs.twimg.com/media/DLYtJwCW0AEG0li.jpg",0.0625,-0.2732
489,Orrin Hatch,R,senate,This weekend Senator Hatch and Elaine are celebrating their 60th wedding anniversary! #utpol http://pbs.twimg.com/media/DHoH9TBUIAI9Qle.jpg http://pbs.twimg.com/media/DHoH9TLV0AAgmyH.jpg,0.0,0.6114
490,Don Beyer,D,house,RT @JoyAnnReid Please don't forget. Not everyone has the financial wherewithal to evacuate. Poverty shouldn't be a death sentence. https://www.theatlantic.com/science/archive/2017/08/a-catastrophe-for-houstons-most-vulnerable-people/538155/?utm_source=twb,0.0,0.3798
491,Johnny Isakson,R,senate,"Pressing issues confront us, but we must continue our long-term focus U.S. economic health. Thanks, @POTUS for your focus on tax reform.",0.2,0.5423
492,Pat Roberts,R,senate,"RT @SenateAgGOP .@SenateAgGOP, @SenateAgDems Announce Witnesses for Conservation, Forestry Hearing
https://t.co/pCH06SoabN",0.0,0.0
493,John Cornyn,R,senate,"Yum https://twitter.com/victoriamaranan/status/901590242179809280 QT @VictoriaMaranan On the menu? Chicken, spaghetti, cookies, bread and cupcakes. @SpecNewsATX @SpecNewsSA   @RedCross http://pbs.twimg.com/media/DIMXihcVoAEa-uH.jpg http://pbs.twimg.com/media/DIMXihbUMAAPs2I.jpg http://pbs.twimg.com/media/DIMXihbUMAEgCe9.jpg http://pbs.twimg.com/media/DIMXihZUQAAecFI.jpg",-0.6,0.5473
494,Dianne Feinstein,D,senate,The FDA has just SIX inspectors for 3 MILLION shipments of personal care products. Our safety rules are inadequate. http://nyti.ms/2v2msgX,0.0,0.5106
495,Luke Messer,R,house,Heartbroken to learn Middletown native Ryan Lohrey was killed in Monday's @USMC crash. May he rest in peace. http://www.heraldbulletin.com/news/local_news/shenandoah-graduate-one-of-marines-killed-in-monday-s-crash/article_d2a0243e-6716-11e7-a4dc-e708911ab0d1.html,0.0,-0.8402
496,Dan Kildee,D,house,"On #PurpleHeartDay, we honor and thank the brave Americans who sacrificed so much for our country. http://pbs.twimg.com/media/DGpwP7jXkAEH_A_.jpg",0.5,0.8442
497,Frank Pallone,D,house,"RT @KForscey_PK .@FrankPallone ""let's remember- #NetNeutrality is law of the land right now!This is Repblcn initiative to get rid of #OpenInternet of today""",0.285714285714,0.0
498,Tom Garrett Jr.,R,house,"Proud to see the 5th District Congressional Art Competition winner's piece hanging in the Capitol. Congrats Abigail Le of Warrenton, VA! http://pbs.twimg.com/media/DDg2DK3XgAAn-Y6.jpg",1.0,0.7777
499,Will Hurd,R,house,RT @sachamber Getting ready to kick off our NAFTA luncheon with @FTAsatx @RepCuellar and @HurdOnTheHill http://pbs.twimg.com/media/DFReFO8UQAAcdx3.jpg,0.2,0.3612
500,Brenda Lawrence,D,house,"Things GOP could do instead of giving the rich a tax cut…
-fix our infrastructure
-build up our schools
-invest in job training
#NotOnePenny",0.375,0.7184
501,Frank Pallone,D,house,#PresidentTrump just spent his ‘infrastructure’ press conference defending the behavior of white supremacists. Disgraceful.,-0.05,-0.25
502,Adriano Espaillat,D,house,"Dreamers are engineers, soldiers, teachers, and the future of our nation. Let’s #DefendDACA &amp; give them a chance to better our nation.",0.25,0.5994
503,Judy Chu,D,house,We the people have beat back 4 ACA repeal bills that rip healthcare away from millions &amp; raise prices. #GrahamCassidy is next. Stay active,-0.0444444444444,0.4019
504,Sheldon Whitehouse,D,senate,"RT @nwlc @lutherstrange @SenShelby @lisamurkowski @SenDanSullivan @JeffFlake @SenJohnMcCain @SenTomCotton @JohnBoozman @SenFeinstein @SenKamalaHarris @SenBennetCO @SenCoryGardner @ChrisMurphyCT @SenBlumenthal @SenatorCarper @ChrisCoons @SenBillNelson @marcorubio @SenatorIsakson @sendavidperdue @brianschatz @maziehirono @MikeCrapo @SenatorRisch @SenDuckworth @SenatorDurbin @SenDonnelly @SenToddYoung @joniernst @ChuckGrassley @JerryMoran @SenPatRoberts @SenateMajLdr @RandPaul @BillCassidy @JohnKennedyLA @SenatorCollins @SenAngusKing @SenatorCardin @ChrisVanHollen @SenWarren @SenMarkey @SenGaryPeters @SenStabenow @amyklobuchar @alfranken @SenThadCochran @SenatorWicker GOP #healthcarebill threatens insurance for the 27,769 RI women who gained coverage B/C of the ACA #SaveHerCare @SenJackReed @SenWhitehouse",0.0,0.0
505,Dina Titus,D,house,"243k Nevadans will be uninsured under #GrahamCassidyHeller. Like Trump University, Trumpcare is a scam that harms working families. http://pbs.twimg.com/media/DKQkO4CWAAEA1BN.jpg",0.0,-0.6597
506,Robert Pittenger,R,house,Join me in two weeks for my town hall at Team Church in Matthews. http://pbs.twimg.com/media/DG4ZYfjXkAAE659.jpg,0.0,0.296
507,Amy Klobuchar,D,senate,Already working with farmers and rural Minnesotans to make the next Farm Bill even better for our state. http://www.dglobe.com/farm/agriculture/4304956-speakers-talk-about-importance-farm-bill-rural-america,0.166666666667,0.4404
508,Mike Thompson,D,house,Had a great visit this week w/HOPE CITY – faith-based organizations &amp; corporate partners working to restore lives after Valley Fire. http://pbs.twimg.com/media/DHILh4pVwAAFrsA.jpg http://pbs.twimg.com/media/DHILh4nUQAAmAV4.jpg http://pbs.twimg.com/media/DHILh4jV0AE0FnH.jpg,0.4,0.5994
509,Carlos Curbelo,R,house,RT @RiponAdvance Republicans too want DACA registrants protected. Among them are @RepDanDonovan @RepJeffDenham &amp; @RepCurbelo http://bit.ly/2vxJFY1,0.0,0.4939
510,Bob Corker,R,senate,"Today, I will vote for an amendment to repeal the core elements of Obamacare. My statement: http://bit.ly/2tDgth9",0.0,0.0
511,Patrick Leahy,D,senate,#MustSeeTV: Jimmy Kimmel on how GrahamCassidy #TrumpCare utterly fails Sen. Cassidy's own 'Jimmy Kimmel Test' --  https://m.youtube.com/watch?v=cOlibbx5sx0,0.05,-0.4754
512,Adrian Smith,R,house,Yet another day the world has to suffer through pain and destruction caused by hatred. #Barcelona is heavy on our hearts.,-0.2,-0.9403
513,Kirsten Gillibrand,D,senate,A new study suggests the need to curb over-prescription of opioids—exactly what my bill with @SenJohnMcCain would do http://read.bi/2tZRZ1I,0.136363636364,0.0
514,Al Franken,D,senate,"@SenateGOP More than ever, it’s so important for all of you to keep speaking out. Keep telling your stories bc your voices matter. #AmericaSpeaksOut",0.45,0.3541
515,Pete Olson,R,house,RT @fbcoem Open roads will begin 2 B posted on @FBCTraffic using #FBCOP4X4 Please follow 2 get updated info! send pics of road closures/high water,0.0,0.3802
516,Vicente Gonzalez,D,house,Proud to introduce #RepatriateOurPatriots Act w/ @RepDonYoung &amp; @BetoORourke allowing deported veterans to come home http://bit.ly/2h6tf64,0.8,0.4767
517,Joaquin Castro,D,house,".@GregAbbott_TX is doing everything to stop legislators from passing ethics reform, even punishing lawmakers. He benefits from the system.",0.0,-0.4939
518,Tom O'Halleran,D,house,"RT @HeardontheHill Meet Wilson, a 10 year old goldendoodle in @RepOHalleran's office (previously in @RepBradAshford's office) http://www.rollcall.com/news/hoh/meet-dogs-house-round-ii",-0.0333333333333,0.0
519,Tammy Duckworth,D,senate,Icahn potentially abused his role as advisor to the Pres by participating substantially on a govt matter that directly affects his interests,0.05,-0.235
520,Chris Stewart,R,house,Got our first donations for the refugee children back to school drive. These came from Nevada. Love it!  Thank you!! http://pbs.twimg.com/media/DEEbIwqUMAAXv6P.jpg,0.408854166667,0.8213
521,Orrin Hatch,R,senate,"RT @joshjames Dear Amazon, We Picked Your New Headquarters for You - If Denver is the conclusion, SLC has a huge shot. https://www.nytimes.com/interactive/2017/09/09/upshot/where-should-amazon-new-headquarters-be.html",0.268181818182,0.6808
